ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalBin
40688,Arend Dirk Glas,M,37,190,102,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
40688,Arend Dirk Glas,M,37,190,102,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
40948,Thibault Alexis Godefroy,M,28,185,98,France-2,FRA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
40999,Philip Adrian Goedluck,M,34,183,100,Great Britain-1,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
41226,Sergey Viktorovich Golubyov,M,24,183,101,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
41226,Sergey Viktorovich Golubyov,M,28,183,101,Russia-2,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
41362,Roman Gomola,M,28,178,90,Czech Republic-2,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
41362,Roman Gomola,M,32,178,90,Czech Republic-1,CZE,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
41362,Roman Gomola,M,32,178,90,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
41371,Fbio Gonalves Silva,M,36,178,88,Brazil,BRA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
42185,"Jurica ""Juraj"" Grabui",M,22,183,76,Croatia,CRO,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
42354,Cdric Grand,M,26,189,95,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
42354,Cdric Grand,M,30,189,95,Switzerland-2,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
42354,Cdric Grand,M,30,189,95,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Bronze,1
42354,Cdric Grand,M,34,189,95,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
42354,Cdric Grand,M,34,189,95,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
42951,Albert Alexandre Louis Pierre Grimaldi,M,43,181,85,Monaco,MON,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
44204,Gatis Gts,M,25,184,91,Latvia-2,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
44204,Gatis Gts,M,25,184,91,Latvia-2,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
44204,Gatis Gts,M,29,184,91,Latvia-2,LAT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
44396,Mrton Gyulai,M,22,187,95,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
44396,Mrton Gyulai,M,26,187,95,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
44396,Mrton Gyulai,M,26,187,95,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
44573,Christian Hackl,M,28,184,92,Austria-2,AUT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
44573,Christian Hackl,M,28,184,92,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
44907,Andra Hakli,M,32,189,103,Croatia,CRO,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
45547,Roman Handschin,M,23,186,96,Switzerland-2,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
46137,"Philip James Charles ""Phil"" Harries",M,35,183,88,Great Britain-2,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
46222,"Stephen John ""Steve"" Harrison",M,29,190,95,New Zealand,NZL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
46352,Duncan Harvey,M,28,183,102,Australia-1,AUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
46352,Duncan Harvey,M,32,183,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
46352,Duncan Harvey,M,32,183,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
46875,Todd Dennys Hays,M,32,190,107,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
46875,Todd Dennys Hays,M,32,190,107,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Silver,1
46875,Todd Dennys Hays,M,36,190,107,United States-1,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
46875,Todd Dennys Hays,M,36,190,107,United States-1,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47140,Beat Hefti,M,24,183,110,Switzerland-2,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Bronze,1
47140,Beat Hefti,M,24,183,110,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47140,Beat Hefti,M,28,183,110,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Bronze,1
47140,Beat Hefti,M,28,183,110,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Bronze,1
47140,Beat Hefti,M,32,183,110,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47140,Beat Hefti,M,36,183,110,Switzerland-1,SUI,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Silver,1
47140,Beat Hefti,M,36,183,110,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47302,Romain Heinrich,M,24,188,105,France,FRA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
47302,Romain Heinrich,M,24,188,105,France-1,FRA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47565,Alan Charles Henderson,M,36,185,96,New Zealand,NZL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
47565,Alan Charles Henderson,M,36,185,96,New Zealand,NZL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
47565,Alan Charles Henderson,M,40,185,96,New Zealand,NZL,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
48314,Sebastian Heufler,M,22,192,97,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
48361,Christoph Heyder,M,31,194,107,Germany-2,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
48695,Garrett Hines,M,32,183,95,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
48695,Garrett Hines,M,32,183,95,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Silver,1
49304,"Steven ""Steve"" Holcomb",M,25,178,104,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
49304,"Steven ""Steve"" Holcomb",M,25,178,104,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
49304,"Steven ""Steve"" Holcomb",M,29,178,104,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
49304,"Steven ""Steve"" Holcomb",M,29,178,104,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Gold,1
49304,"Steven ""Steve"" Holcomb",M,33,178,104,United States-1,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Bronze,1
49304,"Steven ""Steve"" Holcomb",M,33,178,104,United States-1,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Bronze,1
49845,Matthias Hpfner,M,30,183,95,Germany-2,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
49868,Ren Hoppe,M,29,185,92,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Gold,1
50171,Emmanuel Hostache,M,26,190,123,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
50692,Marko Hbenbecker,M,27,200,114,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
50708,Gnther Huber,M,36,177,89,Italy-1,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
51009,"Daniel ""Dan"" Humphries",M,26,193,108,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
51009,"Daniel ""Dan"" Humphries",M,26,193,108,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
51845,Aurel Mihai Iliescu,M,27,182,82,Romania-2,ROU,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52182,Matheus Facho Inocncio,M,20,192,93,Brazil,BRA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
52202,Masanori Inoue,M,29,186,90,Japan-1,JPN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52202,Masanori Inoue,M,29,186,90,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
52651,Nicolae Istrate,M,23,183,88,Romania-1,ROU,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52651,Nicolae Istrate,M,23,183,88,Romania,ROU,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
52651,Nicolae Istrate,M,27,183,88,Romania,ROU,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52651,Nicolae Istrate,M,27,183,88,Romania,ROU,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
52651,Nicolae Istrate,M,31,183,88,Romania,ROU,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52890,Oleksandr Ivanyshyn,M,27,182,98,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
52890,Oleksandr Ivanyshyn,M,27,182,98,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53122,John James Jackson,M,32,183,100,Great Britain-1,GBR,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53122,John James Jackson,M,32,183,100,Great Britain,GBR,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53122,John James Jackson,M,36,183,100,Great Britain-1,GBR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53319,Milan Jagnek,M,32,179,93,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53319,Milan Jagnek,M,32,179,93,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53319,Milan Jagnek,M,36,179,93,Slovakia-1,SVK,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53319,Milan Jagnek,M,36,179,93,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53319,Milan Jagnek,M,40,179,93,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53319,Milan Jagnek,M,40,179,93,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53319,Milan Jagnek,M,44,179,93,Slovakia,SVK,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53685,Dan Janjigian,M,29,190,85,Armenia,ARM,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53787,Sybren Jansma,M,24,198,100,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53787,Sybren Jansma,M,24,198,100,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
53787,Sybren Jansma,M,28,198,100,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
53787,Sybren Jansma,M,32,198,100,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
54487,Jeon Jeong-Rin,M,25,184,100,South Korea-2,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
54487,Jeon Jeong-Rin,M,25,184,100,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
55516,Karl George Johnston,M,26,184,90,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
55518,Lee Bernard Grant Johnston,M,29,175,101,Great Britain-1,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
55518,Lee Bernard Grant Johnston,M,29,175,101,Great Britain-2,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
55518,Lee Bernard Grant Johnston,M,33,175,101,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
55518,Lee Bernard Grant Johnston,M,33,175,101,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
55720,"Randal ""Randy"" Jones",M,32,180,89,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Silver,1
56047,Pavle Jovanovic,M,29,185,100,United States-1,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
56047,Pavle Jovanovic,M,29,185,100,United States-1,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
57029,John-Andrew Kambanis,M,29,175,81,Greece,GRE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
57898,Micha Kasperowicz,M,27,180,92,Poland,POL,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
57942,Aleksandr Vladimirovich Kasyanov,M,30,184,102,Russia-2,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
57942,Aleksandr Vladimirovich Kasyanov,M,30,184,102,Russia-2,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59406,Nikolay Nikolayevich Khrenkov,M,29,185,95,Russia-3,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59509,Ilvir Ildarovich Khuzin,M,23,190,94,Russia-2,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59535,Oskars ibermanis,M,20,186,95,Latvia-2,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
59535,Oskars ibermanis,M,20,186,95,Latvia-2,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59632,Paul Kiernan,M,27,177,95,Ireland,IRL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
59844,Kim Dong-Hyeon,M,22,184,100,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59844,Kim Dong-Hyeon,M,26,184,100,South Korea-2,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
59844,Kim Dong-Hyeon,M,26,184,100,South Korea-2,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
59917,Kim Gyeong-Hyeon,M,19,179,98,South Korea-2,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
60038,Kim Jeong-Su,M,28,170,75,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
60244,Kim Sik,M,28,184,100,South Korea-2,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
60690,Aleksey Ivanovich Kireyev,M,24,189,100,Russia-3,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
60969,Suguru Kiyokawa,M,27,180,86,Japan,JPN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61017,Arnoldus Franciscus Augustines Arno  Klaassen,M,26,188,90,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61017,Arnoldus Franciscus Augustines Arno  Klaassen,M,34,188,90,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61300,Michael Klingler,M,27,184,90,Liechtenstein,LIE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61672,Ryuichi Kobayashi,M,29,183,100,Japan,JPN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61672,Ryuichi Kobayashi,M,33,183,100,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61672,Ryuichi Kobayashi,M,33,183,100,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61703,Jan Kobin,M,31,186,102,Czech Republic-1,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61703,Jan Kobin,M,31,186,102,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61703,Jan Kobin,M,35,186,102,Czech Republic-2,CZE,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
61703,Jan Kobin,M,35,186,102,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61703,Jan Kobin,M,39,186,102,Czech Republic-1,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
61971,Gerhard Khler,M,27,193,94,Austria-2,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
62001,"Michael ""Mike"" Kohn",M,29,185,98,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Bronze,1
62001,"Michael ""Mike"" Kohn",M,37,185,98,United States-3,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
62001,"Michael ""Mike"" Kohn",M,37,185,98,United States-3,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
62295,ulijano Koludra,M,28,173,80,Croatia,CRO,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
62403,Peter Kondrt,M,33,185,93,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
62909,Vincent Kortbeek,M,23,189,95,Netherlands,NED,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63242,Ken Kotyk,M,25,183,88,Canada-1,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63578,Luk Koienka,M,24,187,95,Slovakia,SVK,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63598,Ondej Kozlovsk,M,27,180,88,Czech Republic-2,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63677,Slaven Krajai,M,25,183,91,Croatia,CRO,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63677,Slaven Krajai,M,29,183,91,Croatia,CRO,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63954,Brock Kreitzburg,M,29,183,98,United States-1,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63997,Rbert Kresanko,M,29,182,99,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
63997,Rbert Kresanko,M,29,182,99,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
63997,Rbert Kresanko,M,33,182,99,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
64058,Justin Kripps,M,23,183,100,Canada-2,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
64058,Justin Kripps,M,27,183,100,Canada-3,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
64058,Justin Kripps,M,27,183,100,Canada-3,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
64089,Arnfinn Kristiansen,M,30,181,92,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
64089,Arnfinn Kristiansen,M,30,181,92,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
64704,Enrico Khn,M,24,183,100,Germany-2,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Gold,1
64704,Enrico Khn,M,28,183,100,Germany-2,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
64720,Marc Khne,M,29,197,105,Germany-2,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
65058,Dawid Andrzej Kupczyk,M,24,182,98,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65058,Dawid Andrzej Kupczyk,M,28,182,98,Poland,POL,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65058,Dawid Andrzej Kupczyk,M,32,182,98,Poland,POL,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
65058,Dawid Andrzej Kupczyk,M,32,182,98,Poland,POL,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65058,Dawid Andrzej Kupczyk,M,36,182,98,Poland,POL,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
65058,Dawid Andrzej Kupczyk,M,36,182,98,Poland,POL,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65162,Toshiki Kuroiwa,M,20,172,78,Japan,JPN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65198,Zsolt Istvn Krtsi,M,34,188,88,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65246,Kevin Kuske,M,23,196,116,Germany-2,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Gold,1
65246,Kevin Kuske,M,27,196,116,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Gold,1
65246,Kevin Kuske,M,27,196,116,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Gold,1
65246,Kevin Kuske,M,31,196,116,Germany-1,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Gold,1
65246,Kevin Kuske,M,31,196,116,Germany-1,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Silver,1
65246,Kevin Kuske,M,35,196,116,Germany-2,GER,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
65246,Kevin Kuske,M,35,196,116,Germany-3,GER,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
65592,Cristian La Grassa,M,27,185,96,Italy-2,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
66238,Thomas Lamparter,M,27,183,98,Switzerland-1,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Bronze,1
66238,Thomas Lamparter,M,31,183,98,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
66238,Thomas Lamparter,M,35,183,98,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
66421,Andr Lange,M,28,188,100,Germany-2,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Gold,1
66421,Andr Lange,M,32,188,100,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Gold,1
66421,Andr Lange,M,32,188,100,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Gold,1
